iata,name,long,lat,totalflights,numberofdelays,delaypercentage,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,betweenness,outdegree,indegree
LCH,Lake Charles Regional,30.126097499999997,-93.22340361,1000.0,141.0,14.0,141.0,141.0,141.0,141.0,141.0,0.0,0.0033112582781456954,0.0033112582781456954
LEX,Blue Grass ,38.03697222,-84.60538889,10344.0,1852.0,17.0,1852.0,1852.0,1852.0,1852.0,1852.0,1.200498137102262e-05,0.04304635761589404,0.04304635761589404
LFT,Lafayette Regional,30.20527972,-91.987655,4879.0,893.0,18.0,893.0,893.0,893.0,893.0,893.0,0.0,0.009933774834437087,0.009933774834437087
LGA,LaGuardia,40.77724306,-73.87260917,119135.0,30929.0,25.0,30929.0,30929.0,30929.0,30929.0,30929.0,0.006958580279886503,0.19205298013245034,0.2152317880794702
LGB,Long Beach (Daugherty ),33.81772222,-118.1516111,15443.0,2351.0,15.0,2351.0,2351.0,2351.0,2351.0,2351.0,0.00020911054251824572,0.06291390728476821,0.06291390728476821
LIH,Lihue,21.97598306,-159.3389581,13184.0,1251.0,9.0,1251.0,1251.0,1251.0,1251.0,1251.0,4.400343226771688e-07,0.033112582781456956,0.033112582781456956
LIT,Adams ,34.72939611,-92.22424556,15369.0,3188.0,20.0,3188.0,3188.0,3188.0,3188.0,3188.0,0.00022807623435220386,0.06622516556291391,0.06291390728476821
LMT,Klamath Falls International,42.15614361,-121.7332081,511.0,150.0,29.0,150.0,150.0,150.0,150.0,150.0,0.0,0.006622516556291391,0.006622516556291391
LNK,Lincoln Municipal,40.85097222,-96.75925,3037.0,572.0,18.0,572.0,572.0,572.0,572.0,572.0,1.702513748453332e-05,0.016556291390728478,0.016556291390728478
LRD,Laredo International,27.54373861,-99.46154361,2115.0,331.0,15.0,331.0,331.0,331.0,331.0,331.0,0.0,0.006622516556291391,0.006622516556291391
LSE,La Crosse Municipal,43.87937972,-91.25653778,2005.0,427.0,21.0,427.0,427.0,427.0,427.0,427.0,0.0,0.006622516556291391,0.006622516556291391
LWB,Greenbrier Valley,37.85830556,-80.39947222,185.0,39.0,21.0,39.0,39.0,39.0,39.0,39.0,0.0,0.0033112582781456954,0.0033112582781456954
LWS,Lewiston-Nez Perce County,46.37449806,-117.01539440000002,652.0,41.0,6.0,41.0,41.0,41.0,41.0,41.0,0.0,0.0033112582781456954,0.0033112582781456954
LYH,Lynchburg Municipal-Preston Glenn ,37.32668528,-79.20043056,625.0,83.0,13.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0033112582781456954,0.0033112582781456954
MAF,Midland International,31.94252778,-102.20191390000001,6839.0,1172.0,17.0,1172.0,1172.0,1172.0,1172.0,1172.0,1.908924912738126e-05,0.023178807947019868,0.023178807947019868
MBS,Mbs International,43.53291472,-84.07964722,2918.0,497.0,17.0,497.0,497.0,497.0,497.0,497.0,0.0,0.009933774834437087,0.009933774834437087
MCI,Kansas City International,39.29760528,-94.71390556,59370.0,11253.0,18.0,11253.0,11253.0,11253.0,11253.0,11253.0,0.0016825140952705549,0.16556291390728478,0.16556291390728478
MCN,Middle Georgia Regional,32.69284944,-83.64921083,652.0,135.0,20.0,135.0,135.0,135.0,135.0,135.0,0.0,0.0033112582781456954,0.0033112582781456954
MCO,Orlando International,28.42888889,-81.31602778,130872.0,25681.0,19.0,25681.0,25681.0,25681.0,25681.0,25681.0,0.017215400158154592,0.28807947019867547,0.2814569536423841
MDT,Harrisburg Intl,40.19349528,-76.76340361,7594.0,1447.0,19.0,1447.0,1447.0,1447.0,1447.0,1447.0,2.1570309935155332e-07,0.04304635761589404,0.033112582781456956
MDW,Chicago Midway,41.7859825,-87.75242444,87619.0,17981.0,20.0,17981.0,17981.0,17981.0,17981.0,17981.0,0.0020664703995840264,0.17880794701986755,0.17880794701986755
MEI,Key ,32.33313333,-88.75120556,674.0,151.0,22.0,151.0,151.0,151.0,151.0,151.0,0.0,0.0033112582781456954,0.0033112582781456954
MEM,Memphis International,35.04241667,-89.97666667,80966.0,15344.0,18.0,15344.0,15344.0,15344.0,15344.0,15344.0,0.011102657032244159,0.26158940397350994,0.26158940397350994
MFE,McAllen Miller International,26.17583333,-98.23861111,4116.0,551.0,13.0,551.0,551.0,551.0,551.0,551.0,0.0,0.009933774834437087,0.009933774834437087
MFR,Rogue Valley International,42.37422778,-122.8734978,5652.0,919.0,16.0,919.0,919.0,919.0,919.0,919.0,0.00014923013032370138,0.026490066225165563,0.023178807947019868
MGM,Montgomery Regional Apt,32.30064417,-86.39397611,3851.0,768.0,19.0,768.0,768.0,768.0,768.0,768.0,0.0,0.009933774834437087,0.009933774834437087
MHT,Manchester,42.93451639,-71.43705583,18588.0,3762.0,20.0,3762.0,3762.0,3762.0,3762.0,3762.0,4.497548165196528e-06,0.059602649006622516,0.056291390728476824
MIA,Miami International,25.79325,-80.29055556,62559.0,18212.0,29.0,18212.0,18212.0,18212.0,18212.0,18212.0,0.0021909564878949423,0.15562913907284767,0.15562913907284767
MKE,General Mitchell International,42.94722222,-87.89658333,42700.0,9496.0,22.0,9496.0,9496.0,9496.0,9496.0,9496.0,0.008346809648940256,0.15894039735099338,0.16225165562913907
MKG,Muskegon County,43.16948806,-86.23822306,396.0,74.0,18.0,74.0,74.0,74.0,74.0,74.0,1.2223175629921355e-06,0.009933774834437087,0.006622516556291391
MLB,Melbourne International ,28.10275,-80.64580556,2002.0,469.0,23.0,469.0,469.0,469.0,469.0,469.0,0.0,0.0033112582781456954,0.006622516556291391
MLI,Quad City,41.44852639,-90.50753917,8567.0,1744.0,20.0,1744.0,1744.0,1744.0,1744.0,1744.0,0.0,0.029801324503311258,0.029801324503311258
MLU,Monroe Regional,32.51086556,-92.03768778,2530.0,422.0,16.0,422.0,422.0,422.0,422.0,422.0,0.0,0.009933774834437087,0.009933774834437087
MOB,Mobile Regional,30.69141667,-88.24283333,6348.0,1189.0,18.0,1189.0,1189.0,1189.0,1189.0,1189.0,0.0,0.016556291390728478,0.016556291390728478
MOD,Modesto City-County-Harry Sham ,37.62581722,-120.95442140000002,2325.0,515.0,22.0,515.0,515.0,515.0,515.0,515.0,6.595342022884682e-06,0.006622516556291391,0.009933774834437087
MOT,Minot International,48.25937778,-101.2803339,1085.0,115.0,10.0,115.0,115.0,115.0,115.0,115.0,0.0,0.0033112582781456954,0.0033112582781456954
MQT,Marquette County Airport,46.353639,-87.395361,991.0,182.0,18.0,182.0,182.0,182.0,182.0,182.0,0.0,0.009933774834437087,0.009933774834437087
MRY,Monterey Peninsula,36.5869825,-121.84294779999999,7607.0,1241.0,16.0,1241.0,1241.0,1241.0,1241.0,1241.0,1.0915476838577051e-05,0.029801324503311258,0.033112582781456956
MSN,Dane County Regional,43.13985778,-89.33751361,13961.0,2866.0,20.0,2866.0,2866.0,2866.0,2866.0,2866.0,7.097193033196619e-05,0.046357615894039736,0.04966887417218543
MSO,Missoula International,46.91630556,-114.09055559999999,3256.0,342.0,10.0,342.0,342.0,342.0,342.0,342.0,0.0,0.013245033112582781,0.013245033112582781
MSP,Minneapolis-St Paul Intl,44.88054694,-93.2169225,130289.0,29063.0,22.0,29063.0,29063.0,29063.0,29063.0,29063.0,0.10246774639976602,0.4139072847682119,0.4105960264900662
MSY,New Orleans International ,29.99338889,-90.25802778,39422.0,7390.0,18.0,7390.0,7390.0,7390.0,7390.0,7390.0,0.00040753294586361465,0.12251655629139073,0.12251655629139073
MTJ,Montrose Regional,38.50886722,-107.89383329999998,2419.0,423.0,17.0,423.0,423.0,423.0,423.0,423.0,0.0,0.026490066225165563,0.026490066225165563
MYR,Myrtle Beach International,33.67975,-78.92833333,5335.0,971.0,18.0,971.0,971.0,971.0,971.0,971.0,4.448876424125787e-07,0.029801324503311258,0.029801324503311258
OAJ,Albert J Ellis,34.82916444,-77.61213778,1184.0,227.0,19.0,227.0,227.0,227.0,227.0,227.0,0.0,0.006622516556291391,0.006622516556291391
OAK,Metropolitan Oakland International,37.72129083,-122.22071670000001,62535.0,9005.0,14.0,9005.0,9005.0,9005.0,9005.0,9005.0,0.0007074869559871619,0.10596026490066225,0.10927152317880795
OGG,Kahului,20.89864972,-156.43045780000003,19940.0,2053.0,10.0,2053.0,2053.0,2053.0,2053.0,2053.0,0.0019670661794668892,0.052980132450331126,0.059602649006622516
OKC,Will Rogers World,35.39308833,-97.60073389,25152.0,4388.0,17.0,4388.0,4388.0,4388.0,4388.0,4388.0,0.00046780999173069704,0.09933774834437085,0.09271523178807947
OMA,Eppley Airfield,41.30251861,-95.89417306,27007.0,5118.0,18.0,5118.0,5118.0,5118.0,5118.0,5118.0,7.879369717170795e-05,0.0695364238410596,0.07947019867549669
OME,Nome,64.51220222,-165.4452458,1090.0,173.0,15.0,173.0,173.0,173.0,173.0,173.0,0.0,0.006622516556291391,0.006622516556291391
ONT,Ontario International,34.056,-117.60119440000001,35072.0,5436.0,15.0,5436.0,5436.0,5436.0,5436.0,5436.0,0.0007942020276986169,0.10596026490066225,0.10596026490066225
ORD,Chicago O'Hare International,41.979595,-87.90446417,350380.0,101414.0,28.0,101414.0,101414.0,101414.0,101414.0,101414.0,0.08818055269441359,0.4900662251655629,0.4900662251655629
ORF,Norfolk International,36.89461111,-76.20122222,16458.0,3140.0,19.0,3140.0,3140.0,3140.0,3140.0,3140.0,0.00010132932245690813,0.08609271523178808,0.08609271523178808
OTH,North Bend Muni,43.41713889,-124.2460278,515.0,204.0,39.0,204.0,204.0,204.0,204.0,204.0,0.0,0.006622516556291391,0.006622516556291391
OTZ,Ralph Wien Memorial,66.88467694,-162.5985497,1086.0,178.0,16.0,178.0,178.0,178.0,178.0,178.0,0.0,0.006622516556291391,0.006622516556291391
OXR,Oxnard,34.20080083,-119.20721640000001,1292.0,88.0,6.0,88.0,88.0,88.0,88.0,88.0,0.0,0.0033112582781456954,0.0033112582781456954
PBI,Palm Beach International,26.68316194,-80.09559417,27822.0,5817.0,20.0,5817.0,5817.0,5817.0,5817.0,5817.0,0.00043851405600462047,0.07947019867549669,0.08609271523178808
PDX,Portland Intl,45.58872222,-122.5975,57860.0,8393.0,14.0,8393.0,8393.0,8393.0,8393.0,8393.0,0.009312287579390895,0.1456953642384106,0.1456953642384106
PFN,Panama City-Bay County International,30.21208333,-85.68280556,3875.0,730.0,18.0,730.0,730.0,730.0,730.0,730.0,0.0,0.013245033112582781,0.013245033112582781
PHF,Newport News/Williamsburg International,37.13189556,-76.4929875,6406.0,1258.0,19.0,1258.0,1258.0,1258.0,1258.0,1258.0,0.0,0.019867549668874173,0.019867549668874173
PHL,Philadelphia Intl,39.87195278,-75.24114083,100499.0,24437.0,24.0,24437.0,24437.0,24437.0,24437.0,24437.0,0.0018895758539852763,0.18543046357615894,0.17880794701986755
PHX,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,199408.0,34582.0,17.0,34582.0,34582.0,34582.0,34582.0,34582.0,0.03209772737994136,0.2913907284768212,0.2913907284768212
PIA,Greater Peoria Regional,40.66424333,-89.69330556,5581.0,1098.0,19.0,1098.0,1098.0,1098.0,1098.0,1098.0,0.00010908481142609666,0.019867549668874173,0.019867549668874173
PIH,Pocatello Regional,42.91130556,-112.59586110000001,1659.0,90.0,5.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0033112582781456954,0.0033112582781456954
PIR,Pierre Regional,44.38267694,-100.285965,5.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0033112582781456954,0.0033112582781456954
PIT,Pittsburgh International,40.49146583,-80.23287083,41800.0,9281.0,22.0,9281.0,9281.0,9281.0,9281.0,9281.0,0.0011966106225061457,0.09933774834437085,0.11589403973509933
PLN,Pellston Regional  of Emmet County,45.5709275,-84.796715,264.0,22.0,8.0,22.0,22.0,22.0,22.0,22.0,0.0,0.0033112582781456954,0.0033112582781456954
PMD,Palmdale Production Flight,34.62938889,-118.0845528,728.0,177.0,24.0,177.0,177.0,177.0,177.0,177.0,0.0,0.0033112582781456954,0.0033112582781456954
PNS,Pensacola Regional,30.47330556,-87.18744444,9497.0,1717.0,18.0,1717.0,1717.0,1717.0,1717.0,1717.0,0.0,0.029801324503311258,0.029801324503311258
PSC,Tri-Cities,46.26468028,-119.11902920000001,2541.0,183.0,7.0,183.0,183.0,183.0,183.0,183.0,0.0,0.006622516556291391,0.006622516556291391
PSE,Mercedita,18.00830278,-66.56301194,755.0,76.0,10.0,76.0,76.0,76.0,76.0,76.0,3.6980285592219693e-07,0.013245033112582781,0.013245033112582781
PSG,James C. Johnson Petersburg,56.80165194,-132.9452781,727.0,163.0,22.0,163.0,163.0,163.0,163.0,163.0,0.00010964188540039454,0.006622516556291391,0.006622516556291391
PSP,Palm Springs International,33.82921556,-116.5062531,11979.0,2028.0,16.0,2028.0,2028.0,2028.0,2028.0,2028.0,0.0,0.039735099337748346,0.039735099337748346
PUB,Pueblo Memorial,38.28908722,-104.4965722,2.0,2.0,100.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0033112582781456954,0.0
PVD,Theodore F Green State,41.72399917,-71.42822111,22509.0,4417.0,19.0,4417.0,4417.0,4417.0,4417.0,4417.0,5.385110121721707e-06,0.06622516556291391,0.06622516556291391
PWM,Portland International Jetport,43.64616667,-70.30875,6897.0,1685.0,24.0,1685.0,1685.0,1685.0,1685.0,1685.0,8.055231166123346e-07,0.04304635761589404,0.039735099337748346
RAP,Rapid City Regional,44.04532139,-103.0573708,4161.0,515.0,12.0,515.0,515.0,515.0,515.0,515.0,0.0,0.013245033112582781,0.013245033112582781
RDD,Redding Municipal,40.50898361,-122.2934019,1682.0,414.0,24.0,414.0,414.0,414.0,414.0,414.0,0.0,0.006622516556291391,0.0033112582781456954
RDM,Roberts ,44.25406722,-121.1499633,3434.0,522.0,15.0,522.0,522.0,522.0,522.0,522.0,0.0,0.013245033112582781,0.013245033112582781
RDU,Raleigh-Durham International,35.87763889,-78.78747222,60179.0,12593.0,20.0,12593.0,12593.0,12593.0,12593.0,12593.0,0.000666168140476291,0.1390728476821192,0.1490066225165563
RFD,Greater Rockford,42.19536389,-89.09721111,290.0,46.0,15.0,46.0,46.0,46.0,46.0,46.0,0.0,0.0033112582781456954,0.0033112582781456954
RHI,Rhinelander-Oneida County,45.63119306,-89.46745361,221.0,30.0,13.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0033112582781456954,0.0033112582781456954
RIC,Richmond International,37.50516667,-77.31966667,19977.0,4283.0,21.0,4283.0,4283.0,4283.0,4283.0,4283.0,3.7018737268889796e-06,0.0728476821192053,0.059602649006622516
RKS,Rock Springs-Sweetwater County,41.5942175,-109.0651928,954.0,187.0,19.0,187.0,187.0,187.0,187.0,187.0,0.0,0.009933774834437087,0.009933774834437087
RNO,Reno/Tahoe International,39.49857611,-119.76806470000001,24286.0,3941.0,16.0,3941.0,3941.0,3941.0,3941.0,3941.0,0.0002122446202806759,0.0728476821192053,0.0728476821192053
ROA,Roanoke Regional/ Woodrum ,37.32546833,-79.97542833,3720.0,725.0,19.0,725.0,725.0,725.0,725.0,725.0,2.1570309935155332e-07,0.023178807947019868,0.013245033112582781
ROC,Greater Rochester Int'l,43.11886611,-77.67238389,14264.0,3328.0,23.0,3328.0,3328.0,3328.0,3328.0,3328.0,8.055231166123346e-07,0.052980132450331126,0.052980132450331126
ROW,Roswell Industrial Air Center,33.30155556,-104.5305556,961.0,135.0,14.0,135.0,135.0,135.0,135.0,135.0,0.0,0.0033112582781456954,0.0033112582781456954
RST,Rochester International,43.90882639,-92.49798722,3353.0,749.0,22.0,749.0,749.0,749.0,749.0,749.0,0.0,0.009933774834437087,0.009933774834437087
RSW,Southwest Florida International,26.53616667,-81.75516667,27136.0,4932.0,18.0,4932.0,4932.0,4932.0,4932.0,4932.0,0.0005899670525989125,0.11258278145695365,0.10927152317880795
SAN,San Diego International-Lindbergh ,32.73355611,-117.1896567,93775.0,15832.0,16.0,15832.0,15832.0,15832.0,15832.0,15832.0,0.0034893941065182667,0.17549668874172186,0.18211920529801323
SAT,San Antonio International,29.53369444,-98.46977778,45270.0,7724.0,17.0,7724.0,7724.0,7724.0,7724.0,7724.0,0.0018497268238894294,0.13245033112582782,0.1357615894039735
SAV,Savannah International,32.12758333,-81.20213889,13774.0,2989.0,21.0,2989.0,2989.0,2989.0,2989.0,2989.0,1.452350627561997e-06,0.04966887417218543,0.04966887417218543
SBA,Santa Barbara Municipal,34.42621194,-119.8403733,12568.0,1912.0,15.0,1912.0,1912.0,1912.0,1912.0,1912.0,3.80889552753502e-05,0.026490066225165563,0.03642384105960265
SBN,South Bend Regional,41.70895361,-86.31847417,5319.0,1186.0,22.0,1186.0,1186.0,1186.0,1186.0,1186.0,0.0,0.016556291390728478,0.016556291390728478
SBP,San Luis Obispo Co-McChesney ,35.23705806,-120.64239309999999,5846.0,855.0,14.0,855.0,855.0,855.0,855.0,855.0,7.478734601803139e-06,0.019867549668874173,0.016556291390728478
SCC,Deadhorse,70.19475583,-148.4651608,727.0,138.0,18.0,138.0,138.0,138.0,138.0,138.0,0.00030007856591317424,0.006622516556291391,0.006622516556291391
SCE,University Park,40.851206,-77.84630200000001,645.0,100.0,15.0,100.0,100.0,100.0,100.0,100.0,0.0,0.006622516556291391,0.009933774834437087
SDF,Louisville International-Standiford ,38.17438889,-85.736,22458.0,4539.0,20.0,4539.0,4539.0,4539.0,4539.0,4539.0,0.00011181026373291013,0.08609271523178808,0.08940397350993377
SEA,Seattle-Tacoma Intl,47.44898194,-122.30931310000001,109069.0,20297.0,18.0,20297.0,20297.0,20297.0,20297.0,20297.0,0.03833730171145242,0.18543046357615894,0.18543046357615894
SFO,San Francisco International,37.61900194,-122.3748433,140587.0,33393.0,23.0,33393.0,33393.0,33393.0,33393.0,33393.0,0.045973263655420565,0.2251655629139073,0.22847682119205298
SGF,Springfield-Branson Regional,37.24432611,-93.38685806,10087.0,2057.0,20.0,2057.0,2057.0,2057.0,2057.0,2057.0,1.3751072583661525e-06,0.033112582781456956,0.033112582781456956
SGU,St George Muni,37.09058333,-113.59305559999999,3319.0,249.0,7.0,249.0,249.0,249.0,249.0,249.0,0.0,0.006622516556291391,0.009933774834437087
SHV,Shreveport Regional,32.446627500000005,-93.82559833,8079.0,1362.0,16.0,1362.0,1362.0,1362.0,1362.0,1362.0,0.0,0.019867549668874173,0.019867549668874173
SIT,Sitka,57.04713806,-135.3615983,1332.0,238.0,17.0,238.0,238.0,238.0,238.0,238.0,0.0,0.009933774834437087,0.009933774834437087
SJC,San Jose International,37.36186194,-121.92900890000001,57136.0,7701.0,13.0,7701.0,7701.0,7701.0,7701.0,7701.0,0.000614537708934078,0.09271523178807947,0.08609271523178808
SJT,San Angelo Regional /Mathis ,31.35775,-100.4963056,1316.0,165.0,12.0,165.0,165.0,165.0,165.0,165.0,0.0,0.0033112582781456954,0.0033112582781456954
SJU,Luis Munoz Marin International,18.43941667,-66.00183333,21676.0,4993.0,23.0,4993.0,4993.0,4993.0,4993.0,4993.0,0.00013041521627667448,0.076158940397351,0.0728476821192053
SLC,Salt Lake City Intl,40.78838778,-111.9777731,139088.0,20824.0,14.0,20824.0,20824.0,20824.0,20824.0,20824.0,0.11620390070112355,0.36423841059602646,0.3609271523178808
SLE,McNary Fld,44.90952778,-123.0025,486.0,22.0,4.0,22.0,22.0,22.0,22.0,22.0,0.0,0.0033112582781456954,0.0033112582781456954
SMF,Sacramento International,38.69542167,-121.5907669,53056.0,8025.0,15.0,8025.0,8025.0,8025.0,8025.0,8025.0,0.003488903206837548,0.11920529801324503,0.11920529801324503
SMX,Santa Maria Pub/Capt G Allan Hancock ,34.89924833,-120.4575825,1681.0,158.0,9.0,158.0,158.0,158.0,158.0,158.0,0.0,0.0033112582781456954,0.0033112582781456954
SNA,John Wayne /Orange Co,33.67565861,-117.86822250000002,47376.0,7205.0,15.0,7205.0,7205.0,7205.0,7205.0,7205.0,0.0007358060364905344,0.08609271523178808,0.08278145695364239
SPI,Capital,39.84395194,-89.67761861,1225.0,333.0,27.0,333.0,333.0,333.0,333.0,333.0,4.354864605616066e-06,0.006622516556291391,0.009933774834437087
SPS,Sheppard AFB/Wichita Falls Municipal,33.98879611,-98.49189333,1834.0,207.0,11.0,207.0,207.0,207.0,207.0,207.0,0.0,0.0033112582781456954,0.0033112582781456954
SRQ,Sarasota Bradenton International,27.39533333,-82.55411111,6432.0,1339.0,20.0,1339.0,1339.0,1339.0,1339.0,1339.0,7.960418605645327e-06,0.052980132450331126,0.04966887417218543
STL,Lambert-St Louis International,38.74768694,-90.35998972,62733.0,12409.0,19.0,12409.0,12409.0,12409.0,12409.0,12409.0,0.0013176358793383655,0.16556291390728478,0.16556291390728478
STT,Cyril E. King,18.33730556,-64.97336111,2972.0,677.0,22.0,677.0,677.0,677.0,677.0,677.0,2.7523416351234447e-06,0.029801324503311258,0.039735099337748346
STX,Henry E. Rohlsen ,17.70188889,-64.79855556,436.0,134.0,30.0,134.0,134.0,134.0,134.0,134.0,0.0,0.009933774834437087,0.009933774834437087
SUN,Friedman Memorial,43.50484139,-114.29659029999999,2871.0,217.0,7.0,217.0,217.0,217.0,217.0,217.0,0.0,0.0033112582781456954,0.0033112582781456954
SUX,Sioux Gateway ,42.40260333,-96.38436694,122.0,19.0,15.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0033112582781456954,0.0033112582781456954
SWF,Stewart,41.50409361,-74.10483833,4249.0,837.0,19.0,837.0,837.0,837.0,837.0,837.0,1.395036349067111e-06,0.026490066225165563,0.019867549668874173
SYR,Syracuse-Hancock Intl,43.11118694,-76.10631056,12032.0,2983.0,24.0,2983.0,2983.0,2983.0,2983.0,2983.0,9.504036983434613e-07,0.046357615894039736,0.046357615894039736
TEX,Telluride Regional,37.95375861,-107.90848000000001,194.0,56.0,28.0,56.0,56.0,56.0,56.0,56.0,0.0,0.0033112582781456954,0.0033112582781456954
TLH,Tallahassee Regional,30.39652778,-84.35033333,5912.0,1072.0,18.0,1072.0,1072.0,1072.0,1072.0,1072.0,5.946409765907687e-07,0.026490066225165563,0.026490066225165563
TOL,Toledo Express,41.58680556,-83.80783333,1478.0,280.0,18.0,280.0,280.0,280.0,280.0,280.0,0.0,0.009933774834437087,0.009933774834437087
TPA,Tampa International ,27.97547222,-82.53325,78179.0,14317.0,18.0,14317.0,14317.0,14317.0,14317.0,14317.0,0.004419449714196751,0.2052980132450331,0.20860927152317882
TRI,Tri-Cities Regional,36.47521417,-82.40742056,2117.0,360.0,17.0,360.0,360.0,360.0,360.0,360.0,0.0,0.013245033112582781,0.013245033112582781
TUL,Tulsa International,36.19837222,-95.88824167,23459.0,4031.0,17.0,4031.0,4031.0,4031.0,4031.0,4031.0,0.0005607914881369557,0.08609271523178808,0.08940397350993377
TUP,Tupelo Municipal ,34.26810833,-88.76989499999999,10.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0033112582781456954,0.0
TUS,Tucson International,32.11608333,-110.94102779999999,26661.0,3829.0,14.0,3829.0,3829.0,3829.0,3829.0,3829.0,0.00039905021767529345,0.09602649006622517,0.10264900662251655
TVC,Cherry Capital,44.74144472,-85.582235,4262.0,877.0,20.0,877.0,877.0,877.0,877.0,877.0,0.0,0.023178807947019868,0.019867549668874173
TWF,Joslin Field - Magic Valley,42.48180389,-114.4877356,1813.0,185.0,10.0,185.0,185.0,185.0,185.0,185.0,0.0,0.0033112582781456954,0.0033112582781456954
TXK,Texarkana Regional-Webb ,33.45370806,-93.99101999999999,1250.0,173.0,13.0,173.0,173.0,173.0,173.0,173.0,0.0,0.0033112582781456954,0.0033112582781456954
TYR,Tyler Pounds ,32.35413889,-95.40238611,1585.0,191.0,12.0,191.0,191.0,191.0,191.0,191.0,0.0,0.0033112582781456954,0.0033112582781456954
TYS,McGhee-Tyson,35.81248722,-83.99285583,14004.0,2782.0,19.0,2782.0,2782.0,2782.0,2782.0,2782.0,3.0288965395546323e-06,0.04966887417218543,0.046357615894039736
VLD,Valdosta Regional,30.7825,-83.27672222,938.0,188.0,20.0,188.0,188.0,188.0,188.0,188.0,0.0,0.0033112582781456954,0.0033112582781456954
VPS,Eglin Air Force Base,30.48325,-86.5254,6820.0,1393.0,20.0,1393.0,1393.0,1393.0,1393.0,1393.0,0.0,0.023178807947019868,0.023178807947019868
WRG,Wrangell,56.48432583,-132.3698242,727.0,139.0,19.0,139.0,139.0,139.0,139.0,139.0,1.100085806692922e-05,0.006622516556291391,0.006622516556291391
WYS,Yellowstone,44.68839917,-111.1176375,264.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0033112582781456954,0.0033112582781456954
XNA,Northwest Arkansas Regional,36.28186944,-94.30681111,14112.0,3075.0,21.0,3075.0,3075.0,3075.0,3075.0,3075.0,0.00045146455107926837,0.06291390728476821,0.056291390728476824
YAK,Yakutat,59.50336056,-139.6602261,725.0,153.0,21.0,153.0,153.0,153.0,153.0,153.0,5.647107141023667e-05,0.006622516556291391,0.006622516556291391
YKM,Yakima Air Terminal,46.56816972,-120.54405940000001,340.0,67.0,19.0,67.0,67.0,67.0,67.0,67.0,0.0,0.0033112582781456954,0.0033112582781456954
YUM,Yuma MCAS-Yuma International,32.65658333,-114.60597220000001,3871.0,437.0,11.0,437.0,437.0,437.0,437.0,437.0,0.00033546528593176786,0.016556291390728478,0.016556291390728478
INL,Falls International,48.56618722,-93.40306667,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0033112582781456954
